year,measure,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
2013,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2014,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2015,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2016,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
1998,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
1999,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2000,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2001,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2002,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2003,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2004,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2005,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2006,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2007,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2008,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2009,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2010,Inorganic nitrogen,1678.333333,0,0,0,1462.083333,0,0,0,0,4820.913043
2011,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2012,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2013,Inorganic nitrogen,0,1280,0,0,0,0,0,0,0,0
2014,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
2015,Inorganic nitrogen,150,0,0,0,0,0,0,0,0,0
2016,Inorganic nitrogen,0,0,0,0,0,0,0,0,0,0
1998,Iron,0,1105.238095,0,177.7777778,0,351.9444444,3021.666667,190.8333333,7366.666667,0
1999,Iron,0,435.862069,1407.5,581.6666667,0,1206.111111,1355.833333,977.2972973,2475.833333,0
2000,Iron,0,596.2857143,1302.5,768.0555556,0,1230.555556,1251.666667,1291.111111,1768.333333,0
2001,Iron,0,507.7777778,742,1129.666667,0,1274.242424,760,1240,2151.111111,0
2002,Iron,0,1322.702703,2987,813.125,0,1232.258065,2689.166667,1258.928571,3130,0
2003,Iron,0,464.3333333,1970471.182,678712.3333,0,2214571.4,3164070.333,997181.8966,2254559.182,0
2004,Iron,0,677.5030769,1099.916667,610.2777778,0,574.4,772,621.9142857,1057.583333,0
2005,Iron,0,873.7361111,1032.25,554.5507246,0,612.9722222,1498.833333,576.3055556,1518.5,0
2006,Iron,0,250.9565217,527.0833333,314.3333333,0,348.3888889,565.5,343.4166667,770.9166667,0
2007,Iron,0,901.372549,917.4166667,853.943662,0,763.4722222,2029.909091,776.1111111,1430.083333,0
2008,Iron,0,0,917.5,726.4545455,0,833.6842105,0,727.2727273,1057.5,0
2009,Iron,197.5,0,736.25,635.5555556,447.5,669.6296296,0,641.1111111,843.3333333,219
2010,Iron,0,137.8909091,553.75,615.8333333,561,455.8333333,0,665.8333333,516.25,199
2011,Iron,0,250.2666667,455.7142857,398.8888889,272,512.7777778,419.6666667,458.3333333,522.8571429,106.6666667
2012,Iron,0,309.5652174,320,263.3333333,74.10833333,0,359.3363636,236.6666667,380,180
2013,Iron,0,177.0555556,0,0,1894.583333,0,954.7333333,0,0,0
2014,Iron,0,146.6666667,285,240,458.8571429,490.7,0,363.375,325,0
2015,Iron,0,60.42857143,397.5857143,289.6,632.75,719.483871,0,471.3333333,204.3333333,0
2016,Iron,0,0,0,0,0,0,0,0,0,0
1998,Isodrin,0,0,0,0,0,0,0,0,0,0
1999,Isodrin,0,0,0,0,0,0,0,0,0,0
2000,Isodrin,0,0,0,0,0,0,0,0,0,0
2001,Isodrin,0,0,0,0,0,0,0,0,0,0
2002,Isodrin,0,0,0,0,0,0,0,0,0,0
2003,Isodrin,0,0,0,0,0,0,0,0,0,0
2004,Isodrin,0,0,0,0,0,0,0,0,0,0
2005,Isodrin,0,0,0,0,0,0,0,0,0,0
2006,Isodrin,0,0,0,0,0,0,0,0,0,0
2007,Isodrin,0,0,0,0,0,0,0,0,0,0
2008,Isodrin,0,25,0,0,0,0,25,0,0,0
2009,Isodrin,0,1,15,15,0,15,1,15,15,0
2010,Isodrin,0,0,0,0,0,0,0,0,0,0
2011,Isodrin,0,0,0,0,0,0,0,0,0,0
2012,Isodrin,0,0,0,0,0,0,0,0,0,0
2013,Isodrin,0,0,0,0,0,0,0,0,0,0
2014,Isodrin,0,0,0,0,0,0,0,0,0,0
2015,Isodrin,0,0,0,0,0,0,0,0,0,0
2016,Isodrin,0,0,0,0,0,0,0,0,0,0
1998,Lead,0,4,32.66666667,11.59162162,0,13.46621622,51.33333333,20.87384615,23,0
1999,Lead,0,19.31034483,25.88846154,26.19868421,0,25.55189189,31.515,22.89794872,31.42461538,0
2000,Lead,0,34.54914286,26.53428571,33.46184211,0,23.39789474,38.11785714,26.17421053,44.87071429,0
2001,Lead,0,21.75692308,9.208888889,16.14555556,0,13.06296296,16.06454545,12.90703704,19.3925,0
2002,Lead,0,13.42774194,6.5525,8.944807692,0,8.1292,10.795,7.2288,6.31625,0
2003,Lead,0,6.023452381,7.253545455,6.915518519,0,7.869484848,26.67990909,5.49840625,6.916909091,0
2004,Lead,0,4.093393443,4.33575,4.864957746,0,3.169033333,4.555090909,3.765888889,4.54075,0
2005,Lead,0,5.210772727,13.57925,8.808969697,0,3.940694444,7.594181818,9.077055556,10.67191667,0
2006,Lead,0,8.94315942,15.53566667,15.48580303,0,9.854055556,11.77416667,9.388694444,15.97058333,0
2007,Lead,0,5.049235294,5.9755,4.002802817,0,4.167777778,5.143727273,4.239305556,6.710083333,0
2008,Lead,0,0,2.9875,2.754545455,0,2.406315789,0,2.145454545,4.1625,0
2009,Lead,0.7875,0,2.175,1.774185185,49.25,2.037037037,0,2.392592593,2.494444444,0
2010,Lead,0.958333333,3.622248387,2.033333333,1.648611111,5.47,1.540833333,4.65,1.655555556,2.391666667,2.475
2011,Lead,1.005555556,7.383553333,1.744166667,2.686111111,18.638,1.758974359,3.226916667,2.044444444,2.175,0
2012,Lead,0.866666667,0.7321875,2.7,2.066666667,1.738333333,1.888888889,3.980909091,2.733333333,2.2,0
2013,Lead,1.225,0.854916667,0,4.233333333,2.474545455,0,1.928333333,0,0,0
2014,Lead,0,1.9705625,1.58,2.133333333,1.207142857,2.507190476,0.485833333,2.077777778,2.26,0
2015,Lead,1,0,0,0,3.062,1.683333333,0,1.28,0,0
2016,Lead,0,0,6.059458333,2.350566667,0,1.667222222,0,1.580277778,7.139318182,0
1998,Macrozoobenthos,0,0.395238095,1.266666667,1.069166667,0,0.619722222,0.883333333,1.255833333,0.305,0
1999,Macrozoobenthos,0,1.810555556,2.13625,2.069722222,0,2.082580645,2.35,2.057741935,2.185,0
2000,Macrozoobenthos,0,1.859714286,2.158333333,2.018611111,0,2.076666667,2.186666667,2.103333333,2.134166667,0
2001,Macrozoobenthos,0,1.858571429,2.145,2.085,0,2.0675,2.1225,2.050833333,2.1975,0
2002,Macrozoobenthos,0,0,0,0,0,0,0,0,0,0
2003,Macrozoobenthos,0,1.608333333,2.105,2.560555556,0,2.018333333,2.29,2.075,2.071666667,0
2004,Macrozoobenthos,0,1.879459459,2.205,2.022166667,0,1.891666667,2.03,1.991666667,2.18,0
2005,Macrozoobenthos,0,1.911111111,2.1196,2.039266667,0,2.047,2.165,2.064,2.184,0
2006,Macrozoobenthos,0,1.914453125,2.2221,2.058066667,0,2.126633333,2.36,2.106066667,2.3253,0
2007,Macrozoobenthos,0,1.813404255,2.3425,2.065,0,2.066,0,2.01,2.3,0
2008,Macrozoobenthos,0,1.888333333,0,0,0,0,0,0,0,0
2009,Macrozoobenthos,0,2.113333333,0,0,0,0,2.1,0,0,0
2010,Macrozoobenthos,0,2.043333333,0,0,0,0,2.205,0,0,0
2011,Macrozoobenthos,0,1.903333333,0,0,2.271666667,0,2.21,0,0,0
2012,Macrozoobenthos,0,2.13,0,0,0,0,2.06,0,0,2.38
2013,Macrozoobenthos,0,0,0,2.112777778,0,2.148888889,2.185,2.177777778,0,0
2014,Macrozoobenthos,0,0,0,0,0,36.39333333,0,36.88333333,0,0
2015,Macrozoobenthos,0,0,0,0,0,0,0,0,0,0
2016,Macrozoobenthos,2.37,0,0,0,2.505,0,0,0,0,2.205
1998,Magnesium,0,14376.19048,24003.33333,17036.11111,0,13542.22222,19433.33333,14775.83333,24133.33333,0
1999,Magnesium,0,13106.77419,29120,17450.27778,0,16222.5,19308.33333,17895.13514,21109.16667,0
2000,Magnesium,0,14291.42857,27708.33333,17452.77778,0,20027.77778,22550,20380.55556,20425,0
2001,Magnesium,0,14586.66667,31970,15576,0,17809.09091,21636.36364,15884.84848,20860,0
2002,Magnesium,0,13002.38095,32985.71429,22880.95238,0,24630.76923,25581.81818,22513.33333,28081.81818,0
2003,Magnesium,0,12465.16667,27862.5,20673.65079,0,16941.66667,25308.33333,17883.33333,20983.33333,0
2004,Magnesium,0,12425.38462,32745.45455,25787.94872,0,25313.33333,24791.66667,23784.84848,28670,0
2005,Magnesium,0,13480.83325,29975.00025,25425.00011,0,24538.88864,26916.66667,26508.889,24958.33342,0
2006,Magnesium,0,11186.71429,27325,27170,0,24686.11111,24927.27273,22257.77778,22183.33333,0
2007,Magnesium,0,14644.80769,25951.81818,25381.11111,0,25136.11111,22091.66667,24780.55556,25729.09091,0
2008,Magnesium,0,15312.69841,22552.5,19068.05556,0,20354.54545,19290.90909,21796.11111,25220,0
2009,Magnesium,5850,15493.45455,27347.5,21655,9755.555556,19953.15789,19050,19720.76923,24335.83333,0
2010,Magnesium,6191.666667,15610.9375,21968.33333,17681.94444,12120.83333,18762.77778,15433.33333,16398.33333,22131.66667,31500
2011,Magnesium,7123.076923,25862,37571.66667,26200.83333,13310,31046.92308,32564.16667,14975.45455,34556.36364,0
2012,Magnesium,6350,18516.52174,22541.66667,17334.44444,11207.75,18426.38889,12410,17149.72222,22175.83333,0
2013,Magnesium,7216.666667,21283.33333,26133.33333,17987.27273,11900.83333,17571.94444,12205.83333,18944.24242,26716.66667,23082.83333
2014,Magnesium,6816.666667,13563.83333,16558.33333,15120.55556,16376.66667,13083.61111,15039.16667,16223.88889,21484.16667,27109.09091
2015,Magnesium,5008.333333,12822.1875,21016.66667,13292.30769,18765.83333,14264.44444,14119.16667,15177.77778,14883.33333,16935.75
2016,Magnesium,5658.333333,11354.70588,31046.15385,14200,11842,12673.88889,12018.5,12407.5,18123.07692,16743.16667
1998,Manganese,0,20.9047619,120,6280,0,12888.37838,200.6666667,21216.92308,688.3333333,0
1999,Manganese,0,58.75862069,90548.57143,57524.94737,0,25175.26316,51468.21429,39792.82051,72356.42857,0
2000,Manganese,0,56.25714286,57670.71429,58930.26316,0,11322.63158,72035.71429,9548.157895,43631.42857,0
2001,Manganese,0,108.1481481,79,96.33333333,0,80.3030303,133.6363636,74.84848485,133.3333333,0
2002,Manganese,0,6327.837838,27682,3387.03125,0,5208.387097,25306.66667,9936.785714,20685,0
2003,Manganese,0,280.9333333,54028.76923,13340.87879,0,55895.69444,52610.33333,23513.65714,79116.53846,0
2004,Manganese,0,75.3075,110.65,480.3535354,0,69.75,127.6,77.24,117.5238095,0
2005,Manganese,0,74.31914894,113.4166667,82.39772727,0,61.64583333,243.6363636,66.75,176.8333333,0
2006,Manganese,0,44.96022727,88.83333333,49.20238095,0,47.08695652,152.6666667,44.23913043,277.25,0
2007,Manganese,0,85.68367347,101.5652174,84.45263158,0,88.375,218.4285714,84.35416667,209.4782609,0
2008,Manganese,0,48.14285714,29.44444444,42.86363636,0,9.590909091,84.54545455,10.2,34.77777778,0
2009,Manganese,198.75,53.58181818,4.736842105,3.317460317,50.5,4.825396825,95.66666667,4.285714286,23.1,126.7
2010,Manganese,0,20.57727273,18.0625,14.83125,390.6363636,18.00208333,92.33333333,15.64375,26,105.9
2011,Manganese,0,7.466666667,0,0,238.8,0,50.70833333,0,0,309.3333333
2012,Manganese,0,14.375,7.2,0,32.35,0,74.93636364,0,6.6,228.1666667
2013,Manganese,0,3.598611111,0,0,368.92,0,111.0791667,0,0,47.33333333
2014,Manganese,25,0,0,0,1321.833333,16.35555556,0,1.3125,0,75.45454545
2015,Manganese,5.166666667,0,0,0,257.1875,13.12121212,59.25833333,2.818181818,0,22.75
2016,Manganese,0,0,0,0,0,0,0,0,0,0
1998,Mercury,0,0,0,0,0,0,0,0,0,0
1999,Mercury,0,0,0,0,0,0,0,0,0,0
2000,Mercury,0,0,0,0,0,0,0,0,0,0
2001,Mercury,0,0,0,0,0,0,0,0,0,0
2002,Mercury,0,0,0,0,0,0,0,0,0,0
2003,Mercury,0,0,0,0,0,0,0,0,0,0
2004,Mercury,0,0,0,0,0,0,0,0,0,0
2005,Mercury,0,0.046208333,0,0.038694444,0,0.043083333,0,0,0,0
2006,Mercury,0,0.043666667,0.067636364,0.078142857,0,0.039625,1.035,0.035121212,0.080545455,0
2007,Mercury,0,0.0516,0.034,0.035609375,0,0.034625,0.025,0.028766667,0.034545455,0
2008,Mercury,0,0,0.045125,0.057954545,0,0.065315789,0,0.058045455,0.07025,0
2009,Mercury,0.5,0,0.1235,0.075074074,0,0.076,0,0.084148148,0.112333333,0
2010,Mercury,1,0.400666667,0.06125,0.057805556,0,0.058222222,0.343416667,0.054222222,0.066166667,0
2011,Mercury,0.357142857,0.266727273,0.079083333,0.056083333,0,0.062897436,0.310166667,0.067722222,0.076333333,0
2012,Mercury,0,0.042625,0.066,0.060333333,0,0.061888889,0.271272727,0.062333333,0.058,0
2013,Mercury,0.005909091,0.005444444,0,0,0.025,0,0.22,0,0,0
2014,Mercury,0.008916667,0.032234375,0.044,0.048366667,0.02,0.012444444,0,0.003857143,0.04235,0
2015,Mercury,0.005583333,0,0.0875,0.04895,0.010666667,0.01125,0,0.015846154,0.0356,0.01175
2016,Mercury,0,0,0.018222222,0.025413793,0.022285714,0.00221875,0,0,0.036,0
1998,Methoxychlor,0,0,0,0,0,0,0,0,0,0
1999,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2000,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2001,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2002,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2003,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2004,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2005,Methoxychlor,0,0.014,0.041,0.0442,0,0,0.009,0.025,0.116,0
2006,Methoxychlor,0,0.055333333,0,0.027,0,0,0.054,0,0,0
2007,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2008,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2009,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2010,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2011,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2012,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2013,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2014,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2015,Methoxychlor,0,0,0,0,0,0,0,0,0,0
2016,Methoxychlor,0,0,0,0,0,0,0,0,0,0
1998,Methylosmoline,0,0,0,0,0,0,0,0,0,0
1999,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2000,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2001,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2002,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2003,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2004,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2005,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2006,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2007,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2008,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2009,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2010,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2011,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2012,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2013,Methylosmoline,0,0,0,0,0,0,0,0,0,0
2014,Methylosmoline,0,0.300035714,0.3033,0.299133333,0,0.3010625,0.3087,0.304939394,0.301,0
2015,Methylosmoline,0,0.434028571,0.311555556,3.556814815,0,0.308259259,6.429909091,0.295148148,4.031111111,0
2016,Methylosmoline,0,0.040964286,0.026916667,1.748125,0,0.029333333,58.21,0.028393939,130.4916667,0
1998,Metolachlor,0,0,0,0,0,0,0,0,0,0
1999,Metolachlor,0,0,0,0,0,0,0,0,0,0
2000,Metolachlor,0,0,0,0,0,0,0,0,0,0
2001,Metolachlor,0,0,0,0,0,0,0,0,0,0
2002,Metolachlor,0,0,0,0,0,0,0,0,0,0
2003,Metolachlor,0,0,0,0,0,0,0,0,0,0
2004,Metolachlor,0,0,0,0,0,0,0,0,0,0
2005,Metolachlor,0,0.035333333,0.0504,0.0258,0,0.050933333,0.042,0.0268,0.0228,0
2006,Metolachlor,0,0.097354167,0.0484,0.048175439,0,0.057647059,0.080363636,0.060448276,0.094909091,0
2007,Metolachlor,0,0.01934,0.00925,0.014174603,0,0.01625,0.0145,0.0175,0.013166667,0
2008,Metolachlor,0,0,0,0,0,0,0,0,0,0
2009,Metolachlor,0,0,0,0,0,0,0,0,0,0
2010,Metolachlor,0,0,0,0,0,0,0,0,0,0
2011,Metolachlor,0,0,0,0,0,0,0,0,0,0
2012,Metolachlor,0,0,0,0,0,0,0,0,0,0
2013,Metolachlor,0,0,0,0,0,0,0,0,0,0
2014,Metolachlor,0,0,0,0,0,0,0,0,0,0
2015,Metolachlor,0,0,0,0,0,0,0,0,0,0
2016,Metolachlor,0,0,0,0,0,0,0,0,0,0
1998,Naphthalene,0,0,0,0,0,0,0,0,0,0
1999,Naphthalene,0,0,0,0,0,0,0,0,0,0
2000,Naphthalene,0,0,0,0,0,0,0,0,0,0
2001,Naphthalene,0,0,0,0,0,0,0,0,0,0
2002,Naphthalene,0,0,0,0,0,0,0,0,0,0
2003,Naphthalene,0,0,0,0,0,0,0,0,0,0
2004,Naphthalene,0,0,0,0,0,0,0,0,0,0
2005,Naphthalene,0,0,0,0,0,0,0,0,0,0
2006,Naphthalene,0,0,0,0,0,0,0,0,0,0
2007,Naphthalene,0,0,0,0,0,0,0,0,0,0
2008,Naphthalene,0,11.91076923,0,0,0,0,10,0,0,0
2009,Naphthalene,0,10,10,11.04,0,19.75,10,24.2,11.25,2
2010,Naphthalene,0,0,0,0,0,0,0,0,0,0
2011,Naphthalene,0,0,0,0,0,0,0,0,0,0
2012,Naphthalene,0,0,0,0,0,0,0,0,0,0
2013,Naphthalene,0,0,0,0,0,0,0,0,0,0
2014,Naphthalene,0,0,0,0,0,0,0,0,0,0
2015,Naphthalene,0,0,0,0,0,0,0,0,0,0
2016,Naphthalene,0,0,0,0,0,0,0,0,0,0
1998,Nickel,0,6.714285714,0,11.47222222,0,17.5,21.83333333,2.5,28,0
1999,Nickel,0,0,37.05,17.95,0,32.85,28.55,42.2,23.8,0
2000,Nickel,0,0,0,0,0,0,0,0,0,0
2001,Nickel,0,1.813333333,0,0,0,7.223333333,6.58,5.14,0,0
2002,Nickel,0,3.333333333,2.034,2.158461538,0,1.73,5.141666667,1.850666667,2.006,0
2003,Nickel,0,3.388770833,5.300818182,6.368296296,0,7.497862069,7.798583333,3.775137931,6.956545455,0
2004,Nickel,0,4.764322581,5.090090909,3.927545455,0,4.26462963,7.277818182,3.542939394,5.618090909,0
2005,Nickel,0,2.473166667,4.75025,3.882565217,0,4.075083333,5.8823,3.820771429,6.724833333,0
2006,Nickel,0,2.202797101,4.215833333,3.815030303,0,3.485333333,5.161454545,3.305611111,7.444666667,0
2007,Nickel,0,5.095431373,7.63625,5.734183099,0,4.423777778,11.58418182,4.847194444,10.234,0
2008,Nickel,0,0,1.6625,1.704545455,0,1.983684211,0,1.73,2.0625,0
2009,Nickel,1.6375,0,2.4875,1.241111111,0.5,1.574074074,0,1.440740741,2.844444444,0
2010,Nickel,2.27,4.422543333,1.783333333,1.382777778,4.012857143,1.4825,6.308333333,1.540833333,2.325,3.5
2011,Nickel,2.946666667,4.95338,1.683333333,1.586111111,1.528,1.651282051,14.0875,1.758333333,2.083333333,7.9
2012,Nickel,0.141666667,0,1.85,1.533333333,0.909166667,1.611111111,13.05454545,1.733333333,1.85,0
2013,Nickel,0.291666667,0.454336111,0,1.166666667,4.824083333,0,2.966666667,0,0,0
2014,Nickel,0,1.910862069,0,0.622222222,3.187142857,1.13352381,11.025,1.078611111,0.72,0
2015,Nickel,0,0,0,0,2.76,2.363888889,0,2,0,0
2016,Nickel,0,0,5.230891667,2.118947222,0,2.408333333,0,2.405,5.060909091,0
1998,Nitrates,0,1576.190476,1860,1555.555556,0,1428.055556,1611.666667,1617.5,2181.666667,0
1999,Nitrates,0,1548.387097,1937.5,1686.944444,0,1388.611111,2380,1490.27027,1923.333333,0
2000,Nitrates,0,1378.857143,1931.666667,1688.888889,0,1883.333333,2570.833333,1811.111111,2112.5,0
2001,Nitrates,0,1179.333333,1880,1838.333333,0,1810.606061,2764.545455,1858.787879,1891,0
2002,Nitrates,0,1457.301587,3551.428571,1459.365079,0,1218.461538,5104.545455,1389.189189,1758.181818,0
2003,Nitrates,0,1268.7,2247.5,1876.086957,0,1683.055556,2778.181818,1607.5,3039.166667,0
2004,Nitrates,0,1127.779412,1731.818182,1848.936508,0,1795.1,2828.333333,1667.060606,1784,0
2005,Nitrates,0,1020.263889,1895.833333,1810.875,0,1714.638889,2673.333333,1609.305556,1884.166667,0
2006,Nitrates,0,833.8714286,1593.583333,1462.583333,0,1381.027778,2282.727273,1417.111111,2113.333333,0
2007,Nitrates,0,1233.711538,1769.416667,1866.808824,0,1651.75,1880.333333,1552.861111,1934.75,0
2008,Nitrates,0,1080.793651,1050.625,1149.325758,0,1184.636364,1767.545455,1101.377778,1193.916667,0
2009,Nitrates,1280.666667,979.8727273,1579.416667,1485.74359,694,1364.657895,1661.75,1374.620513,1733,1947.583333
2010,Nitrates,1511.102963,1287.034483,1437.75,1570.871795,795.8333333,1538.333333,2327.25,1579.472222,1513.166667,3565
2011,Nitrates,1149.583333,1816.488889,1568.166667,1707.525641,690.4166667,1521.916667,1795.058333,1470.277778,1777.75,2324.272727
2012,Nitrates,899.1666667,1289.272727,1503.566667,1807.826923,636.75,1677.227778,1328.290909,1441.436111,1789.817391,2466.913043
2013,Nitrates,1014.166667,1141.375,1423.748462,1589.723684,601.4166667,1553.972222,853.0666667,1531.805556,1699.083846,2849.461538
2014,Nitrates,1357.5,1010.92,1450.734231,1648.845641,666.6538462,1029.789722,693.5,971.9769444,1738.41,4004.714286
2015,Nitrates,1281.666667,1124.125,1899.653846,1730.25641,595.2692308,1239.777778,707.5833333,1139.69697,2089.692308,2090.333333
2016,Nitrates,902.5,933.1166667,1239.730769,1415.429487,428.8846154,1171.777778,756.4166667,1097.638889,1504.961538,2282.416667
1998,Nitrites,0,41.9047619,33.33333333,33.88888889,0,45.27777778,28.33333333,40.83333333,293.3333333,0
1999,Nitrites,0,37.09677419,39.16666667,33.33333333,0,38.61111111,49.16666667,37.83783784,49.16666667,0
2000,Nitrites,0,58.28571429,31.66666667,30.27777778,0,26.11111111,60.83333333,27.22222222,39.16666667,0
2001,Nitrites,0,30.66666667,25.5,21.5,0,29.6969697,60,21.51515152,38.5,0
2002,Nitrites,0,33.96825397,55.42857143,31.03174603,0,12.46153846,76.36363636,24.94871795,39.54545455,0
2003,Nitrites,0,42.46666667,46.33333333,38.62318841,0,44.41666667,60,65.63888889,83.25,0
2004,Nitrites,0,28.47647059,54.36363636,48.03174603,0,46.1,85.83333333,76.3030303,59.9,0
2005,Nitrites,0,33.08333333,62.25,43.98611111,0,44.38888889,112.5,63.27777778,63.91666667,0
2006,Nitrites,0,54.15285714,52.16666667,55.20833333,0,90.11111111,47.81818182,47.05555556,54.25,0
2007,Nitrites,0,28.78846154,48.78333333,25.77794118,0,20.97222222,39.33333333,25.675,66.4,0
2008,Nitrites,0,21.96825397,42.325,33.18181818,0,33.29090909,66.98181818,53.88611111,69.31666667,0
2009,Nitrites,43.66666667,27.98181818,47.59166667,25.75,19,35.27368421,46.58333333,38.94358974,56.81666667,79
2010,Nitrites,48.41481481,17.03103448,36.33333333,23.39615385,14.41666667,33.66666667,53.46666667,30.30555556,40.33333333,199.375
2011,Nitrites,25.5,18.08888889,31.5,23.69230769,38.66666667,27.91333333,69.05833333,22.24074074,33.16666667,83.45454545
2012,Nitrites,26.25,18.77878788,31.09166667,21.01538462,19.16666667,31.88888889,55.27272727,30.1,27.04347826,67.52173913
2013,Nitrites,25.5,14.09444444,25.55461538,21.41333333,19.16666667,34.66666667,80.03333333,31.97222222,32.04769231,101.0769231
2014,Nitrites,29.75,22.33,20.71923077,14.67025641,25,22.57,88.33333333,19.90611111,21.29769231,390.7857143
2015,Nitrites,45.5,15.440625,23,14.71282051,20.61538462,21.91666667,101.3333333,23.41666667,29.70769231,85.83333333
2016,Nitrites,25,20.18333333,18.65384615,18.64358974,17.76923077,19.47222222,68.01666667,17.63888889,26.13076923,68
1998,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
1999,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2000,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2001,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2002,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2003,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2004,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2005,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2006,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2007,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2008,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2009,Organic nitrogen,442.1666667,0,0,0,2070.5,0,0,0,0,0
2010,Organic nitrogen,660,0,0,0,0,0,0,0,0,0
2011,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2012,Organic nitrogen,252.9166667,0,0,0,0,0,0,0,0,0
2013,Organic nitrogen,0,1552.5,0,0,0,0,0,0,0,0
2014,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2015,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
2016,Organic nitrogen,0,0,0,0,0,0,0,0,0,0
1998,Orthophosphate-phosphorus,0,47.14285714,93.33333333,60.83333333,0,57.77777778,328.3333333,73.33333333,85,0
1999,Orthophosphate-phosphorus,0,55.80645161,73.33333333,64.16666667,0,51.38888889,101.6666667,47,69.91666667,0
2000,Orthophosphate-phosphorus,0,61.42857143,48.33333333,57.5,0,53.61111111,152.5,57.22222222,44.16666667,0
2001,Orthophosphate-phosphorus,0,54.33333333,47,39.9,0,44.54545455,140,51.51515152,50,0
2002,Orthophosphate-phosphorus,0,119.047619,46.92857143,24.36507937,0,22.625,161.8181818,29.88888889,17.36363636,0
2003,Orthophosphate-phosphorus,0,88.31666667,27.33333333,29.14492754,0,34.94444444,166.6666667,29.72222222,36.91666667,0
2004,Orthophosphate-phosphorus,0,69.88529412,28.54545455,36.01587302,0,25.44827586,215,28.54545455,20.5,0
2005,Orthophosphate-phosphorus,0,71.69444444,35.25,35.48611111,0,38.80555556,159.1666667,57.38888889,28.58333333,0
2006,Orthophosphate-phosphorus,0,102.3571429,59.16666667,41.75,0,77.76111111,138.1818182,56.79444444,58.33333333,0
2007,Orthophosphate-phosphorus,0,105.9807692,37.05,39.20735294,0,53.39444444,94.16666667,37.45,39.83333333,0
